[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:37,041   INFO   [main][:]   -   using logger: org.apache.dubbo.common.logger.slf4j.Slf4jLoggerAdapter
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,003   INFO   [main][NacosPropertySourceBuilder.java:87]   -   Loading nacos data, dataId: 'spring-boot-starter-druid.yaml', group: 'COMMON_GROUP'
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,010   INFO   [main][NacosPropertySourceBuilder.java:87]   -   Loading nacos data, dataId: 'spring-boot-mybatis-plus.yaml', group: 'COMMON_GROUP'
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,014   INFO   [main][NacosPropertySourceBuilder.java:87]   -   Loading nacos data, dataId: 'merchant-service.yaml', group: 'HUIMINPAY_GROUP'
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,015   INFO   [main][PropertySourceBootstrapConfiguration.java:98]   -   Located property source: CompositePropertySource {name='NACOS', propertySources=[NacosPropertySource@3431519 {name='merchant-service.yaml', properties={spring.datasource.driver-class-name=com.mysql.cj.jdbc.Driver, spring.datasource.username=root, spring.datasource.url=jdbc:mysql://localhost:3306/huiminpay_merchant_service?useUnicode=true&characterEncoding=UTF-8&serverTimezone=Asia/Shanghai&useSSL=false, mybatis-plus.mapper-locations=classpath:com/huiminpay/merchant/mapper/*.xml, servlet.servlet.context-path=/merchant-service, mybatis-plus.typeAliasesPackage=com.huiminpay.merchant.entity, spring.datasource.type=com.alibaba.druid.pool.DruidDataSource, spring.datasource.password=16220230}}, NacosPropertySource@22636257 {name='spring-boot-mybatis-plus.yaml', properties={mybatis-plus.global-config.field-strategy=0, mybatis-plus.global-config.db-column-underline=true, mybatis-plus.configuration.cache-enabled=false, mybatis-plus.global-config.refresh-mapper=true, mybatis-plus.mapper-locations=classpath:com/huiminpay/*/mapper/*.xml, mybatis-plus.typeAliasesPackage=com.huimin.user.entity, mybatis-plus.configuration.map-underscore-to-camel-case=true, mybatis-plus.global-config.id-type=0}}, NacosPropertySource@31856724 {name='spring-boot-starter-druid.yaml', properties={spring.datasource.druid.max-active=20, spring.datasource.druid.min-idle=5, spring.datasource.druid.web-stat-filter.principal-cookie-name=admin, spring.datasource.druid.min-evictable-idle-time-millis=300000, spring.datasource.driver-class-name=com.mysql.cj.jdbc.Driver, spring.datasource.druid.test-on-return=false, spring.datasource.druid.time-between-eviction-runs-millis=60000, spring.datasource.druid.web-stat-filter.exclusions=*.js,*.gif,*.jpg,*.png,*.css,*.ico,/druid/*, spring.datasource.druid.filters=config,stat,wall,log4j2, spring.datasource.druid.filter.stat.slow-sql-millis=1, spring.datasource.druid.test-on-borrow=true, spring.datasource.druid.stat-view-servlet.login-password=admin, spring.datasource.druid.validation-query=SELECT 1 FROM DUAL, spring.datasource.druid.stat-view-servlet.url-pattern=/druid/*, spring.datasource.druid.web-stat-filter.session-stat-enable=false, spring.datasource.druid.test-while-idle=true, spring.datasource.druid.max-pool-prepared-statement-per-connection-size=20, spring.datasource.druid.web-stat-filter.enabled=true, spring.datasource.druid.web-stat-filter.session-stat-max-count=1000, spring.datasource.druid.stat-view-servlet.reset-enable=false, spring.datasource.druid.filter.stat.log-slow-sql=true, spring.datasource.druid.web-stat-filter.url-pattern=/*, spring.datasource.druid.stat-view-servlet.allow=127.0.0.1, spring.datasource.druid.web-stat-filter.principal-session-name=admin, spring.datasource.druid.web-stat-filter.profile-enable=true, spring.datasource.password=16220230, spring.datasource.username=root, spring.datasource.druid.stat-view-servlet.deny=127.0.0.1, spring.datasource.druid.stat-view-servlet.login-username=admin, spring.datasource.druid.stat-view-servlet.enabled=true, spring.datasource.url=jdbc:mysql://localhost:3306/huiminpay_merchant_service?useUnicode=true&characterEncoding=UTF-8&serverTimezone=Asia/Shanghai&useSSL=false, spring.datasource.druid.initial-size=5, spring.datasource.druid.pool-prepared-statements=true, spring.datasource.druid.aop-patterns=com.huimin.*.service.*, spring.datasource.type=com.alibaba.druid.pool.DruidDataSource, spring.datasource.druid.max-wait=60000}}]}
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,033   INFO   [main][SpringApplication.java:675]   -   No active profile set, falling back to default profiles: default
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,417   DEBUG   [main][LogFactory.java:105]   -   Logging initialized using 'class org.apache.ibatis.logging.slf4j.Slf4jImpl' adapter.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,424   WARN   [main][Logger.java:44]   -   Skipping MapperFactoryBean with name 'appMapper' and 'com.huiminpay.merchant.mapper.AppMapper' mapperInterface. Bean already defined with the same name!
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,425   WARN   [main][Logger.java:44]   -   Skipping MapperFactoryBean with name 'merchantMapper' and 'com.huiminpay.merchant.mapper.MerchantMapper' mapperInterface. Bean already defined with the same name!
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,425   WARN   [main][Logger.java:44]   -   Skipping MapperFactoryBean with name 'staffMapper' and 'com.huiminpay.merchant.mapper.StaffMapper' mapperInterface. Bean already defined with the same name!
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,425   WARN   [main][Logger.java:44]   -   Skipping MapperFactoryBean with name 'storeMapper' and 'com.huiminpay.merchant.mapper.StoreMapper' mapperInterface. Bean already defined with the same name!
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,425   WARN   [main][Logger.java:44]   -   Skipping MapperFactoryBean with name 'storeStaffMapper' and 'com.huiminpay.merchant.mapper.StoreStaffMapper' mapperInterface. Bean already defined with the same name!
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,425   WARN   [main][Logger.java:44]   -   No MyBatis mapper was found in '[com.huiminpay.merchant.mapper]' package. Please check your configuration.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,521   WARN   [main][EndpointId.java:135]   -   Endpoint ID 'nacos-config' contains invalid characters, please migrate to a valid format.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,523   WARN   [main][EndpointId.java:135]   -   Endpoint ID 'nacos-discovery' contains invalid characters, please migrate to a valid format.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,543   DEBUG   [main][DubboConfigBindingRegistrar.java:96]   -   There is no property for binding to dubbo config class [org.apache.dubbo.config.ApplicationConfig] within prefix [dubbo.applications]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,543   DEBUG   [main][DubboConfigBindingRegistrar.java:96]   -   There is no property for binding to dubbo config class [org.apache.dubbo.config.ModuleConfig] within prefix [dubbo.modules]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,543   DEBUG   [main][DubboConfigBindingRegistrar.java:96]   -   There is no property for binding to dubbo config class [org.apache.dubbo.config.RegistryConfig] within prefix [dubbo.registries]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,543   DEBUG   [main][DubboConfigBindingRegistrar.java:96]   -   There is no property for binding to dubbo config class [org.apache.dubbo.config.ProtocolConfig] within prefix [dubbo.protocols]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,543   DEBUG   [main][DubboConfigBindingRegistrar.java:96]   -   There is no property for binding to dubbo config class [org.apache.dubbo.config.MonitorConfig] within prefix [dubbo.monitors]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,544   DEBUG   [main][DubboConfigBindingRegistrar.java:96]   -   There is no property for binding to dubbo config class [org.apache.dubbo.config.ProviderConfig] within prefix [dubbo.providers]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,544   DEBUG   [main][DubboConfigBindingRegistrar.java:96]   -   There is no property for binding to dubbo config class [org.apache.dubbo.config.ConsumerConfig] within prefix [dubbo.consumers]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,544   DEBUG   [main][DubboConfigBindingRegistrar.java:96]   -   There is no property for binding to dubbo config class [org.apache.dubbo.config.spring.ConfigCenterBean] within prefix [dubbo.config-centers]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,544   DEBUG   [main][DubboConfigBindingRegistrar.java:96]   -   There is no property for binding to dubbo config class [org.apache.dubbo.config.MetadataReportConfig] within prefix [dubbo.metadata-reports]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,545   INFO   [main][DubboConfigBindingRegistrar.java:127]   -   The dubbo config bean definition [name : org.apache.dubbo.config.ApplicationConfig#0, class : org.apache.dubbo.config.ApplicationConfig] has been registered.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,545   INFO   [main][DubboConfigBindingRegistrar.java:151]   -   The BeanPostProcessor bean definition [org.apache.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessor] for dubbo config bean [name : org.apache.dubbo.config.ApplicationConfig#0] has been registered.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,545   DEBUG   [main][DubboConfigBindingRegistrar.java:96]   -   There is no property for binding to dubbo config class [org.apache.dubbo.config.ModuleConfig] within prefix [dubbo.module]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,545   INFO   [main][DubboConfigBindingRegistrar.java:127]   -   The dubbo config bean definition [name : org.apache.dubbo.config.RegistryConfig#0, class : org.apache.dubbo.config.RegistryConfig] has been registered.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,546   INFO   [main][DubboConfigBindingRegistrar.java:151]   -   The BeanPostProcessor bean definition [org.apache.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessor] for dubbo config bean [name : org.apache.dubbo.config.RegistryConfig#0] has been registered.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,546   INFO   [main][DubboConfigBindingRegistrar.java:127]   -   The dubbo config bean definition [name : org.apache.dubbo.config.ProtocolConfig#0, class : org.apache.dubbo.config.ProtocolConfig] has been registered.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,546   INFO   [main][DubboConfigBindingRegistrar.java:151]   -   The BeanPostProcessor bean definition [org.apache.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessor] for dubbo config bean [name : org.apache.dubbo.config.ProtocolConfig#0] has been registered.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,546   DEBUG   [main][DubboConfigBindingRegistrar.java:96]   -   There is no property for binding to dubbo config class [org.apache.dubbo.config.MonitorConfig] within prefix [dubbo.monitor]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,546   DEBUG   [main][DubboConfigBindingRegistrar.java:96]   -   There is no property for binding to dubbo config class [org.apache.dubbo.config.ProviderConfig] within prefix [dubbo.provider]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,546   INFO   [main][DubboConfigBindingRegistrar.java:127]   -   The dubbo config bean definition [name : org.apache.dubbo.config.ConsumerConfig#0, class : org.apache.dubbo.config.ConsumerConfig] has been registered.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,546   INFO   [main][DubboConfigBindingRegistrar.java:151]   -   The BeanPostProcessor bean definition [org.apache.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessor] for dubbo config bean [name : org.apache.dubbo.config.ConsumerConfig#0] has been registered.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,546   DEBUG   [main][DubboConfigBindingRegistrar.java:96]   -   There is no property for binding to dubbo config class [org.apache.dubbo.config.spring.ConfigCenterBean] within prefix [dubbo.config-center]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,546   DEBUG   [main][DubboConfigBindingRegistrar.java:96]   -   There is no property for binding to dubbo config class [org.apache.dubbo.config.MetadataReportConfig] within prefix [dubbo.metadata-report]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,702   WARN   [main][EndpointId.java:135]   -   Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,748   INFO   [main][ServiceAnnotationBeanPostProcessor.java:204]   -    [DUBBO] BeanNameGenerator bean can't be found in BeanFactory with name [org.springframework.context.annotation.internalConfigurationBeanNameGenerator], dubbo version: 2.7.3, current host: 192.168.137.1
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,748   INFO   [main][ServiceAnnotationBeanPostProcessor.java:206]   -    [DUBBO] BeanNameGenerator will be a instance of org.springframework.context.annotation.AnnotationBeanNameGenerator , it maybe a potential problem on bean name generation., dubbo version: 2.7.3, current host: 192.168.137.1
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,752   DEBUG   [main][ClassPathScanningCandidateComponentProvider.java:437]   -   Identified candidate component class: file [D:\Project1\huiminpay\huiminpay-merchant\huiminpay-merchant-service\target\classes\com\huiminpay\merchant\service\impl\MerchantService.class]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,755   DEBUG   [main][ClassPathScanningCandidateComponentProvider.java:437]   -   Identified candidate component class: file [D:\Project1\huiminpay\huiminpay-merchant\huiminpay-merchant-service\target\classes\com\huiminpay\merchant\service\impl\MerchantService.class]
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,759   INFO   [main][ServiceAnnotationBeanPostProcessor.java:284]   -    [DUBBO] The BeanDefinition[Root bean: class [org.apache.dubbo.config.spring.ServiceBean]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null] of ServiceBean has been registered with name : ServiceBean:com.huiminpay.merchant.service.MerchantServiceApi, dubbo version: 2.7.3, current host: 192.168.137.1
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,760   INFO   [main][ServiceAnnotationBeanPostProcessor.java:161]   -    [DUBBO] 1 annotated Dubbo's @Service Components { [Bean definition with name 'merchantService': Generic bean: class [com.huiminpay.merchant.service.impl.MerchantService]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [D:\Project1\huiminpay\huiminpay-merchant\huiminpay-merchant-service\target\classes\com\huiminpay\merchant\service\impl\MerchantService.class]] } were scanned under package[com.huiminpay.merchant], dubbo version: 2.7.3, current host: 192.168.137.1
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,761   INFO   [main][ConfigurationClassPostProcessor.java:380]   -   Cannot enhance @Configuration bean definition 'org.apache.dubbo.spring.boot.autoconfigure.DubboRelaxedBinding2AutoConfiguration' since its singleton instance has been created too early. The typical cause is a non-static @Bean method with a BeanDefinitionRegistryPostProcessor return type: Consider declaring such methods as 'static'.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,761   INFO   [main][ConfigurationClassPostProcessor.java:380]   -   Cannot enhance @Configuration bean definition 'org.apache.dubbo.spring.boot.autoconfigure.DubboAutoConfiguration' since its singleton instance has been created too early. The typical cause is a non-static @Bean method with a BeanDefinitionRegistryPostProcessor return type: Consider declaring such methods as 'static'.
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,870   INFO   [main][GenericScope.java:294]   -   BeanFactory id=87720d46-b377-3f5f-88ee-c00274e345bd
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,902   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'com.alibaba.druid.spring.boot.autoconfigure.stat.DruidSpringAopConfiguration' of type [com.alibaba.druid.spring.boot.autoconfigure.stat.DruidSpringAopConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:38,998   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$c64c6015] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,068   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'spring.datasource.druid-com.alibaba.druid.spring.boot.autoconfigure.properties.DruidStatProperties' of type [com.alibaba.druid.spring.boot.autoconfigure.properties.DruidStatProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,076   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'advisor' of type [org.springframework.aop.support.RegexpMethodPointcutAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,079   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'com.alibaba.cloud.dubbo.autoconfigure.DubboOpenFeignAutoConfiguration' of type [com.alibaba.cloud.dubbo.autoconfigure.DubboOpenFeignAutoConfiguration$$EnhancerBySpringCGLIB$$4a0daf19] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,091   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'dubbo.cloud-com.alibaba.cloud.dubbo.env.DubboCloudProperties' of type [com.alibaba.cloud.dubbo.env.DubboCloudProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,105   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'metadataJsonResolver' of type [com.alibaba.cloud.dubbo.metadata.resolver.DubboServiceBeanMetadataResolver] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,114   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'org.apache.dubbo.config.ApplicationConfig#0' of type [org.apache.dubbo.config.ApplicationConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,118   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'dubboProtocolConfigSupplier' of type [com.alibaba.cloud.dubbo.metadata.DubboProtocolConfigSupplier] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,120   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'com.alibaba.cloud.dubbo.service.DubboMetadataServiceExporter' of type [com.alibaba.cloud.dubbo.service.DubboMetadataServiceExporter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,120   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'com.alibaba.cloud.dubbo.autoconfigure.DubboMetadataAutoConfiguration' of type [com.alibaba.cloud.dubbo.autoconfigure.DubboMetadataAutoConfiguration$$EnhancerBySpringCGLIB$$bc4d4b93] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,160   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'com.alibaba.cloud.dubbo.autoconfigure.DubboServiceAutoConfiguration' of type [com.alibaba.cloud.dubbo.autoconfigure.DubboServiceAutoConfiguration$$EnhancerBySpringCGLIB$$4ef753eb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,164   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'dubboGenericServiceFactory' of type [com.alibaba.cloud.dubbo.service.DubboGenericServiceFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,167   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'dubboMetadataConfigServiceProxy' of type [com.alibaba.cloud.dubbo.service.DubboMetadataServiceProxy] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,171   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'org.springframework.cloud.client.discovery.composite.CompositeDiscoveryClientAutoConfiguration' of type [org.springframework.cloud.client.discovery.composite.CompositeDiscoveryClientAutoConfiguration$$EnhancerBySpringCGLIB$$f3c8da5] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,176   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'com.alibaba.cloud.nacos.discovery.NacosDiscoveryClientAutoConfiguration' of type [com.alibaba.cloud.nacos.discovery.NacosDiscoveryClientAutoConfiguration$$EnhancerBySpringCGLIB$$307966a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,185   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'org.springframework.cloud.commons.util.UtilAutoConfiguration' of type [org.springframework.cloud.commons.util.UtilAutoConfiguration$$EnhancerBySpringCGLIB$$8dfa2999] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,190   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'inetUtilsProperties' of type [org.springframework.cloud.commons.util.InetUtilsProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,192   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'inetUtils' of type [org.springframework.cloud.commons.util.InetUtils] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,744   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'nacosProperties' of type [com.alibaba.cloud.nacos.NacosDiscoveryProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,751   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'nacosDiscoveryClient' of type [com.alibaba.cloud.nacos.discovery.NacosDiscoveryClient] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,763   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'server-org.springframework.boot.autoconfigure.web.ServerProperties' of type [org.springframework.boot.autoconfigure.web.ServerProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:39,766   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'org.springframework.cloud.client.discovery.simple.SimpleDiscoveryClientAutoConfiguration' of type [org.springframework.cloud.client.discovery.simple.SimpleDiscoveryClientAutoConfiguration$$EnhancerBySpringCGLIB$$db6b2673] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:40,313   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'simpleDiscoveryProperties' of type [org.springframework.cloud.client.discovery.simple.SimpleDiscoveryProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:40,315   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'simpleDiscoveryClient' of type [org.springframework.cloud.client.discovery.simple.SimpleDiscoveryClient] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
[huiminpay-merchant-service][${env:SERVER_PORT}]   2021-01-18 15:43:40,319   INFO   [main][PostProcessorRegistrationDelegate.java:330]   -   Bean 'compositeDiscoveryClient' of type [org.springframework.cloud.client.discovery.composite.CompositeDiscoveryClient] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
